subject_slug,counterpart_slug,counterpart_name,type,type_label,sign,subtype,source,text
emmy_noether,felix_klein,Felix Christian Klein,5,friendship_meeting,,,own,"- **[T5]** **Documented fact:** Klein recruited Noether to Göttingen with Hilbert in **1915** and met her repeatedly for mathematical discussions. Klein’s dated notes record a discussion on **28 November 1915** and more than thirty references to face-to-face conversations between **October 1916 and November 1918**, often concerning gravitation, invariants, and conservation laws ([Sauer, 2025](https://link.springer.com/article/10.1007/s44007-025-00166-w))."
emmy_noether,john_von_neumann,John von Neumann,5,friendship_meeting,,,own,- **[T5]** **Reported fact:** Hermann Weyl’s firsthand memorial recollection places Noether and von Neumann together in Göttingen during the **winter semester of 1926–27**. Weyl remembered the three walking home after his lectures through Göttingen while discussing hypercomplex number systems and their representations; von Neumann was then a Rockefeller Fellow ([Weyl memorial](https://celebratio.org/Noether_E/article/111/)).
emmy_noether,heisenberg,Werner Heisenberg,4,proximity_milieu,,,mirror,"Noether and Heisenberg participated in Göttingen’s mathematical-physics environment during the 1920s, though no close collaboration is established."
emmy_noether,john_von_neumann,John von Neumann,4,proximity_milieu,,,mirror,"Noether and von Neumann worked within the Göttingen mathematical milieu of the 1920s, although no substantial personal collaboration is established."
emmy_noether,gauss,Carl Friedrich Gauss,9,shared_object_site,-,,mirror,Gauss preceded Noether in the Göttingen mathematical tradition and institutional environment in which she later worked.
empress_josephine,napoleon,Napoleon Bonaparte,5,friendship_meeting,,,own,"Joséphine married Napoleon, became his political partner and empress, and maintained contact with him after their formal separation."
empress_josephine,louis_xvi,Louis XVI,4,proximity_milieu,,,own,"Joséphine was indirectly linked to Louis XVI's revolutionary political milieu through her first husband, Alexandre de Beauharnais."
empress_josephine,aime_bonpland,Aimé Jacques Alexandre Goujaud,9,shared_object_site,-,,own,Joséphine acquired and cultivated exotic plant material associated with the scientific network in which Bonpland supplied and interpreted specimens.
empress_josephine,humboldt,Alexander von Humboldt,9,shared_object_site,-,,own,Joséphine's Malmaison benefited from the European botanical circulation of American collections produced by Humboldt and Bonpland.
empress_josephine,pierre_simon_laplace,Pierre-Simon Laplace,4,proximity_milieu,,,own,"Laplace and Joséphine occupied the same political, scientific, and domestic setting through ministerial gatherings at Malmaison."
empress_josephine,joseph_louis_lagrange,Joseph-Louis Lagrange,4,proximity_milieu,,,own,Lagrange and Joséphine shared the Consular and imperial institutional setting associated with receptions at Malmaison.
empress_josephine,marques_de_lafayette,Marie-Joseph Paul Yves Roch Gilbert du Motier,4,proximity_milieu,,,own,Lafayette belonged to the political and social acquaintance network shared by Joséphine's Beauharnais circle during the early Revolution.
empress_josephine,felix_guattari,Pierre-Félix Guattari,4,proximity_milieu,,,own,Redouté was an important documented collaborator of Joséphine despite being absent from the supplied atlas roster.
empress_josephine,jean_baptiste_pitois_paul_christian,Jean-Baptiste Pitois,1,wrote_about,+,,mirror,"Pitois retrospectively applied an onomantic calculation to Joséphine’s name and life, interpreting it as forecasting honors, divorce, and decline."
empress_josephine,joseph_marie_jacquard,Joseph-Marie Jacquard,4,proximity_milieu,,,mirror,Joséphine accompanied Napoleon during the inspection of Jacquard’s apparatus at the Palais Saint-Pierre in Lyon on 12 April 1805.
empress_josephine,aime_bonpland,Aimé Jacques Alexandre Goujaud,5,friendship_meeting,,,mirror,Joséphine employed and patronized Bonpland as botanist and estate intendant at Malmaison and Navarre.
empress_theodora,justinian_i,Justinian I,5,friendship_meeting,,,own,"Theodora met Justinian in Constantinople, married him around 524/525, and remained his wife and political collaborator until her death in 548."
empress_theodora,constantino_el_grande,Constantine the Great,9,shared_object_site,-,,own,"Theodora was buried in 548 in the Justinianic mausoleum at the Church of the Holy Apostles complex, where Constantine had earlier established his mausoleum and been interred."
empress_theodora,paul_the_deacon,Paul the Deacon,1,wrote_about,+,,mirror,Paul treated Theodora’s role in the religious and political affairs of Justinian’s reign.
engelbert_humperdinck,richard_wagner,Wilhelm Richard Wagner,5,friendship_meeting,,,own,Humperdinck met Wagner in Naples in 1880 and subsequently worked for and associated with him at Bayreuth.
engelbert_humperdinck,goethe_full,Johann Wolfgang von Goethe,9,shared_object_site,-,,own,Humperdinck later used Goethe’s Claudine von Villa Bella as the textual basis for a juvenile opera.
engelbert_humperdinck,brothers_grimm,Jacob Ludwig Carl Grimm and Wilhelm Carl Grimm,9,shared_object_site,-,,own,Humperdinck later composed Hänsel und Gretel from an adapted version of the fairy tale recorded by the Grimms.
engelbert_humperdinck,alexandre_dumas,Alexandre Dumas,9,shared_object_site,-,,own,Humperdinck later composed Die Heirat wider Willen using a libretto prepared after Dumas.
engelbert_humperdinck,maurice_sendak,Maurice Bernard Sendak,9,shared_object_site,+,,mirror,Sendak later created set and costume designs for a production of Humperdinck's opera Hansel and Gretel.
engelbert_humperdinck,parzival,Parzival,9,shared_object_site,-,,mirror,Humperdinck is connected to Parzival through his assistance with the first Bayreuth performances of Wagner's Parsifal in 1882.
engelmann,johannes_friedrich_guttzeit,Johannes Friedrich Guttzeit,5,friendship_meeting,,,own,Engelmann and Guttzeit personally collaborated as co-founders of a Pythagorean and consistent-humanity association in 1884.
engelmann,karl_graser,Karl Gräser,5,friendship_meeting,,,own,"Karl Gräser met Engelmann at the Monte Trinità vegetarian pension in November 1900, where Engelmann received his party and joined its excursions."
engelmann,gusto_graeser,"Gustav Arthur ""Gusto"" Gräser",5,friendship_meeting,,,own,Gusto Gräser met Engelmann during the settlement search and became friendly with him.
engelmann,henri_oedenkoven,Henri Oedenkoven,5,friendship_meeting,,,own,Henri Oedenkoven met Engelmann when Engelmann received the settlement-search group at his pension in November 1900.
engelmann,ida_hoffmann,Ida Hofmann,5,friendship_meeting,,,own,Ida Hofmann visited Engelmann at his pension in November 1900 and later recorded the visit.
engelmann,brothers_grimm,Jacob Ludwig Carl Grimm and Wilhelm Carl Grimm,3,discourse,,,own,Diefenbach wrote directly to Engelmann in 1885 seeking cooperation with his brotherhood and coverage in its press.
engelmann,richard_wagner,Wilhelm Richard Wagner,1,wrote_about,-,,own,Engelmann wrote about Wagner in an 1883 publication and later performed excerpts from Wagner’s operas.
engelmann,goethe_full,Johann Wolfgang von Goethe,1,wrote_about,-,,own,Engelmann lectured and published about the vegetarian worldview he interpreted in Goethe’s Faust.
engelmann,kant,Immanuel Kant,1,wrote_about,-,,own,Engelmann wrote a doctoral dissertation criticizing Kant’s doctrine of the thing in itself.
enrique_santos_discepolo,carlos_gardel,Carlos Gardel,5,friendship_meeting,,,own,"Discépolo and Gardel met several times in Buenos Aires, including around Gardel’s recordings and filming of Discépolo’s work, although they were not close friends."
enrique_santos_discepolo,federico_garcia_lorca,Federico García Lorca,5,friendship_meeting,,,own,Tania recalled that Discépolo met García Lorca during European travels in the mid-1930s and that they became very good friends.
enrique_santos_discepolo,angel_villoldo,Ángel Gregorio Villoldo,9,shared_object_site,-,,own,"Discépolo later supplied the now-standard lyric for “El choclo,” whose music and early lyric had originated with Villoldo."
enrique_santos_discepolo,juan_peron,Juan Domingo Perón,5,friendship_meeting,,,own,"Discépolo was reportedly Perón’s personal friend, visited the presidential residence with Tania, and later publicly supported Perón’s government through radio monologues."
enrique_santos_discepolo,eva_peron,Eva Duarte de Perón,5,friendship_meeting,,,own,Retrospective accounts describe Eva Perón as Discépolo’s friend and place them together at private holiday gatherings in the presidential residence.
enrique_santos_discepolo,ada_falcon,Ada Falcón,9,shared_object_site,+,,own,"Falcón recorded Discépolo’s “Malevaje” in 1929, connecting him as the song’s originator to her as its performer."
enrique_santos_discepolo,astor_piazzolla,Astor Pantaleón Piazzolla,9,shared_object_site,+,,own,"Piazzolla posthumously recorded and arranged Discépolo’s music, including “Cambalache,” without evidence that the two men met."
enrique_santos_discepolo,eva_peron,Eva Duarte de Perón,4,proximity_milieu,,,mirror,"Eva and Enrique Santos Discépolo belonged to the same Peronist political, cultural, and broadcasting milieu without a documented close friendship."
enrique_santos_discepolo,ada_falcon,Ada Falcón,5,friendship_meeting,,,mirror,"Falcón and Discépolo were described as friends and artistic colleagues, and Falcón recalled him speaking admiringly about her."
enrique_santos_discepolo,alfonsina_storni,Alfonsina Storni,5,friendship_meeting,,,mirror,"- **[T5]** **Reported fact:** Retrospective cultural histories identify Storni as a friend of Discépolo and his partner, Tania, within Buenos Aires theatrical and literary society, and describe her participating in their social gatherings during the 1930s. The friendship is repeatedly reported, but the sources consulted are later reconstructions rather than contemporary correspondence between Storni and Discépolo. [Buenos Aires Historia](https://buenosaireshistoria.org/juntas/enrique-santos-discepolo/); [La Nación profile of Discépolo and Tania](https://www.lanacion.com.ar/lifestyle/enrique-santos-discepolo-y-tania-nid475042/)"
enrique_santos_discepolo,juan_peron,Juan Domingo Perón,4,proximity_milieu,,,mirror,Discépolo participated in Peronist political culture by defending Perón through his 1951 radio broadcasts.
enrique_santos_discepolo,carlos_gardel,Carlos Gardel,3,discourse,,,mirror,"- **[T3]** **Documented fact:** Gardel recorded Discépolo’s compositions and appeared with him in Eduardo Morera’s Buenos Aires sound short *Yira, yira*, filmed in 1930. The surviving film begins with an on-camera dialogue between the songwriter and singer before Gardel performs Discépolo’s tango, providing direct audiovisual evidence of their engagement. [Buenos Aires Museo Casa Carlos Gardel](https://buenosaires.gob.ar/gcaba_historico/cultura/museos/museocasacarlosgardel/filmografia/encuadres-de-canciones); [Cine Nacional](https://cinenacional.com/pelicula/yira-yira)"
enrique_santos_discepolo,max_glucksmann,Max Glücksmann,9,shared_object_site,+,,mirror,Glücksmann’s company later promoted several recorded versions of Discépolo’s composition “Yira… yira….”
erich_fromm,abraham,Abraham,1,wrote_about,-,,own,Fromm interpreted Abraham in his writings as a paradigmatic biblical hero whose departure from country and clan marks a movement from possession toward freedom.
erich_fromm,einstein,Albert Einstein,3,discourse,,,own,Einstein gave telephone assent to the 1948 public appeal organized by Fromm and appeared as one of its signatories.
erich_fromm,jung,Carl Gustav Jung,1,wrote_about,-,,own,Fromm examined and contrasted Jung's archetypal theory of dreams and myths with Freudian and historical-humanistic interpretations.
erich_fromm,felix_weil,Felix José Weil,4,proximity_milieu,,,own,Fromm and Weil belonged to the same Institute for Social Research milieu while Fromm directed its psychoanalytic social-psychology program.
erich_fromm,george_orwell,George Orwell,1,wrote_about,-,,own,"Fromm wrote a posthumous afterword interpreting Orwell's Nineteen Eighty-Four as a warning about totalitarianism, manipulated truth, atomic war, and the destruction of individuality."
erich_fromm,herbert_marcuse,Herbert Marcuse,3,discourse,,,own,Marcuse and Fromm exchanged published criticism and corresponded directly between 1963 and 1968.
erich_fromm,herbert_marcuse,Herbert Marcuse,4,proximity_milieu,,,own,Fromm and Marcuse occupied the émigré Institute for Social Research network during the 1930s.
erich_fromm,karl_marx,Karl Marx,1,wrote_about,-,,own,Fromm wrote extensively about Marx's humanism and distinguished Marx's ideas from Soviet Marxism-Leninism.
erich_fromm,maimonides,Maimonides,1,wrote_about,-,,own,"Fromm intensively studied Maimonides and later invoked the Maimonidean tradition in his writings on Judaism, negative theology, and humanistic religion."
erich_fromm,martin_buber,Martin Mordechai Buber,5,friendship_meeting,,,own,"Fromm encountered Buber through Frankfurt's Freies Jüdisches Lehrhaus milieu and met him on later occasions, probably for the final time at a 1958 New York event."
erich_fromm,martin_buber,Martin Mordechai Buber,3,discourse,,,own,"Fromm promoted the binational initiative associated with Buber's circle, adapted it into a 1948 American appeal, and engaged Buber's writings in his own work."
erich_fromm,martin_luther,Martin Luther,1,wrote_about,-,,own,Fromm analyzed Luther's theology and personality as historically ambivalent in Escape from Freedom.
erich_fromm,max_horkheimer,Max Horkheimer,3,discourse,,,own,"Horkheimer commissioned and edited Fromm's work before their written and institutional engagement became adversarial over theory, policy, finances, and Fromm's departure."
erich_fromm,max_horkheimer,Max Horkheimer,4,proximity_milieu,,,own,"Horkheimer and Fromm worked in the same Institute for Social Research settings in Frankfurt, Geneva, and New York during the 1930s."
erich_fromm,moses,Moses,1,wrote_about,-,,own,"Fromm interpreted Moses in his writings as a central biblical figure in the development of liberation, freedom, and anti-idolatry."
erich_fromm,freud,Sigmund Freud,1,wrote_about,-,,own,"Fromm wrote repeatedly about Freud, crediting his discovery of the unconscious while criticizing his libido reductionism, patriarchy, and limited treatment of social structure."
erich_fromm,theodor_adorno,Theodor W. Adorno,3,discourse,,,own,"Adorno criticized Fromm's revision of Freudian theory in Institute writings, and their intellectual conflict contributed to Fromm's separation from the Institute."
erich_fromm,theodor_adorno,Theodor W. Adorno,4,proximity_milieu,,,own,"Fromm and Adorno occupied the same Institute for Social Research exile milieu during the 1930s, including its American period."
erich_fromm,vladimir_lenin,Vladimir Ilyich Ulyanov,1,wrote_about,-,,own,Fromm discussed Lenin and Leninism as an authoritarian and economistic deformation of Marx's humanistic socialism while distinguishing Lenin from the later Stalinist system.
erich_fromm,martin_buber,Martin Mordechai Buber,4,proximity_milieu,,,mirror,Buber and Fromm occupied the same Frankfurt German-Jewish intellectual milieu associated with the Lehrhaus.
erich_fromm,paulo_freire,Paulo Reglus Neves Freire,5,friendship_meeting,,,mirror,Biographical scholarship reports that Freire visited Fromm more than once in Cuernavaca during the late 1960s through meetings arranged by Ivan Illich.
erich_fromm,reich,Wilhelm Reich,4,proximity_milieu,,,mirror,"Fromm and Reich moved within overlapping German socialist-psychoanalytic networks and addressed similar subjects, although their projects diverged."
erich_fromm,noam_chomsky,Avram Noam Chomsky,9,shared_object_site,+,,mirror,Chomsky became institutionally associated with Fromm by receiving the posthumously named Erich Fromm Prize in 2010.
erich_fromm,elsa_gindler,Elsa Gindler,9,shared_object_site,-,,mirror,"Fromm participated in the later Gindler-derived tradition through Charlotte Selver, while claims that he studied directly with Gindler remain unconfirmed."
erich_fromm,edward_bellamy,Edward Bellamy,1,wrote_about,-,,mirror,Erich Fromm interpreted the earlier Bellamy in his foreword to a 1960 edition of Looking Backward.
erich_fromm,abraham_abulafia,Abraham ben Samuel Abulafia,1,wrote_about,-,,mirror,"- **[T1+]** **Documented fact:** Fromm discussed Abulafia in *You Shall Be as Gods* (1966), presenting his messianic announcement for 1290 and the opposition organized by Solomon ibn Adret as an episode in the history of Jewish messianism and resistance to authority. This is a later author writing about Abulafia, not evidence of direct intellectual transmission from Abulafia to Fromm. [Bibliographic discussion of Fromm’s passage](https://elretohistorico.com/abraham-abulafia-sefari-mistico/)"
erich_fromm,max_horkheimer,Max Horkheimer,5,friendship_meeting,,,mirror,"- **[T5]** **Documented fact:** Fromm worked personally with Horkheimer as the Institute’s principal social psychologist from the late 1920s through 1939, directing research on workers, authority, and family. Their relationship ended in a contentious institutional and intellectual separation rather than a simple impersonal change of employment."
erich_muhsam,gustav_landauer,Gustav Landauer,5,friendship_meeting,,,own,"Mühsam met Landauer around 1901, and they became friends, correspondents, mentors and collaborators in anarchist organizations and the Bavarian Revolution."
erich_muhsam,martin_buber,Martin Mordechai Buber,4,proximity_milieu,,,own,"Mühsam and Buber belonged to the Neue Gemeinschaft and the early Sozialistischer Bund network, although no close friendship is established."
erich_muhsam,otto_gross,Otto Gross,5,friendship_meeting,,,own,"Mühsam knew Gross through bohemian and anarchist circles and seriously engaged with his psychoanalytic, sexual, and anti-patriarchal ideas."
erich_muhsam,mikhail_bakunin,Mikhail Aleksandrovich Bakunin,3,discourse,,,own,Mühsam read Bakunin and adopted elements of his anti-state revolutionary anarchism without ever having personal contact.
erich_muhsam,nietzsche,Friedrich Nietzsche,3,discourse,,,own,"Mühsam engaged textually with Nietzsche, whose ideas influenced his early individualist revolt and critique of bourgeois morality."
erich_muhsam,hermann_hesse,Hermann Hesse,3,discourse,,,own,"Mühsam recorded receiving and reading Hesse's Unterm Rad, while no personal relationship between them is established."
erich_muhsam,ludwig_derleth,Ludwig Derleth,5,friendship_meeting,,,own,Mühsam and Derleth were social-literary acquaintances within Munich-Schwabing's literary milieu.
erich_muhsam,rudolf_rocker,Rudolf Rocker,4,proximity_milieu,,,own,"Mühsam and Rocker were politically associated through overlapping German anarchist and anarcho-syndicalist networks, publishing, antifascist activity, and disputes about Communist cooperation."
erich_muhsam,vladimir_lenin,Vladimir Ilyich Ulyanov,3,discourse,,,own,"Mühsam addressed his account of the Bavarian Revolution to Comrade Lenin, although there is no evidence that Lenin received, read, or answered it."
erich_muhsam,karl_graser,Karl Gräser,5,friendship_meeting,,,mirror,"Mühsam met Karl in Ascona, admired his consistency, considered publishing his writings, and drew inspiration from his settlement."
erich_muhsam,steiner,Rudolf Steiner,5,friendship_meeting,,,mirror,"Steiner encountered Mühsam in Berlin literary and reform circles, supporting acquaintance but not a close alliance."
erich_muhsam,hermann_hesse,Hermann Hesse,4,proximity_milieu,,,mirror,"Hesse and Mühsam belonged to the broader Monte Verità and German life-reform milieu, without a documented significant direct relationship."
erich_muhsam,rudolf_rocker,Rudolf Rocker,5,friendship_meeting,,,mirror,Rocker and Mühsam were friends and political associates within the German anarchist movement.
erich_muhsam,ida_hoffmann,Ida Hofmann,3,discourse,,,mirror,"Mühsam criticized Oedenkoven’s establishment in his 1905 book, while Hofmann’s 1906 book answered the broader anarchist and sensational image surrounding the hill."
erich_muhsam,henri_oedenkoven,Henri Oedenkoven,4,proximity_milieu,,,mirror,"- **[T4]** **Documented fact:** Mühsam visited the Oedenkoven-era Monte Verità establishment during the first decade of the twentieth century, placing both men in the same institutional setting.
- **[T3]** **Documented fact:** Mühsam’s 1905 pamphlet *Ascona* directly engaged with and attacked Oedenkoven and Hofmann’s project, characterizing it as a commercially operated vegetarian hotel-pension carrying an ethical label. This is one-sided written engagement rather than evidence of friendship."
erich_muhsam,henri_oedenkoven,Henri Oedenkoven,3,discourse,,,mirror,"- **[T3]** **Documented fact:** Mühsam’s 1905 pamphlet *Ascona* directly engaged with and attacked Oedenkoven and Hofmann’s project, characterizing it as a commercially operated vegetarian hotel-pension carrying an ethical label. This is one-sided written engagement rather than evidence of friendship."
erich_muhsam,gusto_graeser,"Gustav Arthur ""Gusto"" Gräser",4,proximity_milieu,,,mirror,"Mühsam knew the Gräser circle and belonged to the same radical Monte Verità and Ascona network, although a sustained friendship with Gusto is not firmly documented."
erik_satie,claude_debussy,Achille-Claude Debussy,5,friendship_meeting,,,own,"Debussy met Satie around 1891, remained his close friend and artistic interlocutor for about twenty-five years, and orchestrated two Gymnopédies."
erik_satie,alfred_jarry,Alfred Jarry,4,proximity_milieu,,,own,"Jarry and Satie moved within the same Symbolist and Montmartre avant-garde networks, although no sustained intimate friendship was established."
erik_satie,igor_stravinsky,Igor Fyodorovich Stravinsky,5,friendship_meeting,,,own,Stravinsky and Satie knew one another in Paris through Diaghilev's Ballets Russes and the modernist circle that promoted Satie.
erik_satie,pablo_picasso,Pablo Ruiz Picasso,5,friendship_meeting,,,own,"Picasso met Satie, traveled with him and Cocteau in Italy in 1917, and collaborated with him on Parade and Mercure."
erik_satie,sergei_diaghilev,Sergei Pavlovich Diaghilev,5,friendship_meeting,,,own,Diaghilev commissioned Parade and participated with Satie in documented project meetings in Paris.
erik_satie,vaslav_nijinsky,Vaslav Nijinsky,4,proximity_milieu,,,own,"Nijinsky and Satie were both connected to Diaghilev's Ballets Russes, though no substantial personal collaboration was established."
erik_satie,andre_breton,André Breton,4,proximity_milieu,,,own,"Breton and Satie belonged to the same Dada and Surrealist milieu, with Satie opposing Breton during the latter's conflict with Tristan Tzara."
erik_satie,artaud,Antonin Artaud,4,proximity_milieu,,,own,"Artaud and Satie moved through the same early-1920s Paris Dada and Surrealist circles, without an established substantial bilateral relationship."
erik_satie,marcel_proust,Marcel Proust,4,proximity_milieu,,,own,"Proust and Satie circulated in overlapping Parisian salons and modernist culture, although no close relationship or major collaboration was established."
erik_satie,john_cage,John Milton Cage Jr.,9,shared_object_site,+,,own,"After Satie's death, Cage treated his music as a major precedent, promoted Vexations, and repeatedly engaged with Socrate."
erik_satie,merce_cunningham,Merce Cunningham,9,shared_object_site,+,,own,"After Satie's death, Cunningham created choreography using Socrate and Cage's structural reworking of that composition."
erik_satie,loie_fuller,Loïe Fuller,4,proximity_milieu,,,own,"Fuller belonged to the Paris dance and theatrical milieu that intersected Satie's circle of collaborators, though no direct major collaboration was established."
erik_satie,tchaikovsky,Pyotr Ilyich Tchaikovsky,1,wrote_about,-,,own,Satie later engaged Tchaikovsky as a canonical predecessor through musical quotation or parody rather than personal contact.
erik_satie,richard_wagner,Wilhelm Richard Wagner,1,wrote_about,-,,own,Satie engaged with Wagner as the representative of a grandiose German musical model against which French modernists defined their aesthetic.
erik_satie,wolfgang_amadeus_mozart,Wolfgang Amadeus Mozart,1,wrote_about,-,,own,Satie's classical parody and formal miniatures engaged the repertory represented by Mozart without any personal connection or special documentary bond.
erik_satie,plato,Plato,1,wrote_about,-,,own,Satie drew on Plato as a past author by setting French translations of Platonic passages in Socrate.
erik_satie,james_joyce,James Augustine Aloysius Joyce,4,proximity_milieu,,,mirror,Joyce and Satie were both guests at the Hôtel Majestic dinner.
erik_satie,igor_stravinsky,Igor Fyodorovich Stravinsky,3,discourse,,,mirror,"- **[T3]** **Documented fact:** Satie sent Stravinsky affectionate letters and published essays about him, while Stravinsky praised works including *Parade* and discussed Satie in his memoirs and later conversations. A catalogued body of “Correspondence with Erik Satie: 1912–1923” survives in Stravinsky’s selected correspondence. [Contemporary Satie article on Stravinsky](https://vanityfair-staging.azurewebsites.net/article/1923/2/igor-stravinsky)
- **[T1-]** **Documented fact:** After Satie’s death in 1925, Stravinsky wrote a retrospective characterization of him in *Chroniques de ma vie* (1935) and returned to the subject in his later dialogue books."
erik_satie,igor_stravinsky,Igor Fyodorovich Stravinsky,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** After Satie’s death in 1925, Stravinsky wrote a retrospective characterization of him in *Chroniques de ma vie* (1935) and returned to the subject in his later dialogue books."
erik_satie,nadia_boulanger,Nadia Boulanger,1,wrote_about,+,,mirror,Boulanger discussed and evaluated Satie's music in her criticism and sought to establish his place in the French musical canon.
erik_satie,richard_wagner,Wilhelm Richard Wagner,9,shared_object_site,-,,mirror,Satie later developed parody and anti-Wagnerian brevity in cultural reaction to French Wagnerism.
erik_satie,john_cage,John Milton Cage Jr.,1,wrote_about,+,,mirror,"Cage became a sustained posthumous advocate and interpreter of Satie through performances, festivals, lectures, and essays."
erik_satie,katja_wulff,Katja Wulff,9,shared_object_site,+,,mirror,"Wulff's Tanzstudio later staged its own version of Parade using Satie's score, without a personal encounter between them."
erik_satie,george_balanchine,George Balanchine,9,shared_object_site,+,,mirror,"Balanchine choreographed Jack in the Box to Satie's music in 1926, with no direct meeting established."
erik_satie,buckminster_fuller,R. Buckminster Fuller,9,shared_object_site,+,,mirror,"Fuller later performed in Satie's Le Piège de Méduse during John Cage's 1948 Satie festival, without having personally met Satie."
erik_satie,pablo_picasso,Pablo Ruiz Picasso,3,discourse,,,mirror,"- **[T3]** **Documented fact:** Picasso collaborated with Satie on the Ballets Russes production *Parade*, premiered at Paris’s Théâtre du Châtelet on 18 May 1917: Picasso designed the curtain, scenery, and costumes, while Satie composed the score. The production brought both men into the same working circle around Cocteau, Diaghilev, and Massine. [Musée national Picasso–Paris](https://www.museepicassoparis.fr/fr/biographie-picasso/ballets-russes/)"
erik_satie,suzanne_perrottet,Suzanne Perrottet,9,shared_object_site,+,,mirror,Perrottet performed music by Satie at a Zürich Dada soirée on 9 April 1919.
erik_satie,hanya_holm,Hanya Holm,9,shared_object_site,+,,mirror,"- **[T9-]** **Documented fact:** During Holm’s Dresden teaching period, pianist Paul Aron encouraged her to incorporate music by Satie and several other modern composers into her instruction. Satie’s compositions—not a documented personal encounter—are therefore the shared objects connecting the earlier composer with Holm’s later pedagogical practice; the accessible account does not identify particular pieces. [Sächsische Biografie](https://saebi.isgv.de/biografie/Hanya_Holm_%281893-1992%29)"
ernest_shackleton,robert_falcon_scott,Captain Robert Falcon Scott,5,friendship_meeting,,,own,"- **[T5]** **Documented fact:** Shackleton served under Scott as third officer of the *Discovery* expedition. Scott, Shackleton, and Edward Wilson traveled together on the southern journey of November 1902–February 1903, reaching a then-record latitude of approximately 82°17′S before returning in severe physical distress. Their direct association continued after Shackleton’s invaliding home and later became competitive over Antarctic plans and the use of McMurdo Sound. [Scott Polar Research Institute](https://www.spri.cam.ac.uk/museum/shackleton/biographies/Shackleton%2C_Ernest_Henry/)"
ernest_shackleton,robert_falcon_scott,Captain Robert Falcon Scott,3,discourse,,,own,"- **[T3]** **Documented fact:** Scott and Shackleton corresponded over Shackleton’s proposed operating area for the 1907–1909 *Nimrod* expedition. Shackleton gave Scott written assurances that he would try to avoid establishing his base in McMurdo Sound, although conditions ultimately led him to use Cape Royds there. Surviving correspondence confirms written engagement; interpretations of whether operational necessity justified Shackleton’s departure from the undertaking remain disputed."
ernest_shackleton,roald_amundsen,Roald Engebreth Gravning Amundsen,3,discourse,,,own,"- **[T3]** **Documented fact:** Amundsen attended Shackleton’s lecture to the Norwegian Geographical Society at Gamle Logen, Christiania, on **16 October 1909**, together with Fridtjof Nansen and the Norwegian royal couple. This is a roster-defined discourse connection because Amundsen personally saw Shackleton deliver his account of the *Nimrod* expedition. [James Caird Society](https://jamescairdsociety.com/wp-content/uploads/JournalNo10-compressed.pdf)"
ernest_shackleton,roald_amundsen,Roald Engebreth Gravning Amundsen,5,friendship_meeting,,,own,"- **[T5]** **Documented fact:** Shackleton and Amundsen were personally present at a dinner honoring Amundsen at New York’s Union Club on **15 January 1913**, where both signed the same commemorative menu; they were photographed together with Robert Peary on **16 January 1913**. [Bowdoin College Special Collections](https://archivesspace.bowdoin.edu/repositories/2/archival_objects/61285), [Naval History and Heritage Command](https://www.history.navy.mil/our-collections/photography/numerical-list-of-images/nhhc-series/nh-series/NH-47000/NH-47455.html)"
ernest_shackleton,sir_arthur_conan_doyle,Sir Arthur Ignatius Conan Doyle,1,wrote_about,+,,own,"- **[T1+]** **Documented fact as to the writings; spiritualist claim unverified:** In **1924**, two years after Shackleton’s death, Conan Doyle wrote two letters to Lady Emily Shackleton concerning purported spirit communications from her deceased husband and helped arrange for her to see a medium. Shackleton is therefore the earlier, written-about figure. The letters’ existence and subject are documented; any assertion that the communications genuinely originated with Shackleton belongs to spiritualist belief rather than established fact. [Christie’s archive description](https://www.christies.com/en/lot/lot-2777935), [The Irish Times](https://www.irishtimes.com/news/conan-doyle-letters-to-shackleton-s-wife-1.507329)"
ernest_shackleton,sir_arthur_conan_doyle,Sir Arthur Ignatius Conan Doyle,5,friendship_meeting,,,mirror,"- **[T5]** **Reported fact.** Contemporary and later accounts describe Conan Doyle and Antarctic explorer Ernest Shackleton as friends. Following Shackleton’s death in 1922, Doyle wrote to Emily, Lady Shackleton, concerning messages that purported to come from her husband through mediumship; two such letters are catalogued in 1924. The correspondence proves Doyle’s connection to the Shackleton family, while the characterization of the two men as personal friends rests on reported biographical evidence. [The Irish Times](https://www.irishtimes.com/news/conan-doyle-letters-to-shackleton-s-wife-1.507329), [Christie’s catalogue](https://www.christies.com/en/lot/lot-2777935)"
ernest_shackleton,roald_amundsen,Roald Engebreth Gravning Amundsen,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** Amundsen devoted a substantial portion of *The South Pole* (1912) to Shackleton’s *Nimrod* expedition, describing its route, equipment, scientific program, and 1909 farthest-south journey. He characterized Shackleton’s achievement as exceptionally courageous while also using its transport experience as a technical comparison for his own plans. [Amundsen’s *The South Pole*](https://www.gutenberg.org/cache/epub/3414/pg3414-images.html)"
