slug,traveler,segment,stop_index,stop_name,lat,lng,date,date_confidence
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",22,"Madrid, the Teatro Apolo",40.4193,-3.6975,1923-12-10,"Attested to the day by Wikipedia (Spanish), 'Carlos Gardel'. The run of some forty performances is given by the same source. The theatre on the Calle de Alcala was demolished in 1929; the coordinate is its site."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",23,"Toulouse, meeting the Gardes family",43.6045,1.4442,1924-01-01,"Attested by both Wikipedia (Spanish) and Wikipedia (English), 'Carlos Gardel', which place the visit during the Spanish tour of 1923 to 1924 without a month or a day; both default to 01 and the year is chosen as the later of the two. Pin is the Toulouse city coordinate, no address for the relatives being given."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",24,"Buenos Aires, the duo comes apart",-34.6037,-58.3816,1925-09-01,"Attested to the month by Wikipedia (Spanish), 'Carlos Gardel', which gives the cause as a laryngeal injury ending Razzano's singing voice and his move to managing Gardel; the day is not given and defaults to 01. Pin is the canonical Buenos Aires coordinate."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",25,"Barcelona, the solo debut at the Teatro Goya",41.3818,2.1657,1925-11-10,"Attested to the day by Wikipedia (Spanish), 'Carlos Gardel'. Coordinates corrected: Wikipedia (Catalan), 'Teatre Goya (Barcelona)' gives the address as Carrer de Joaquin Costa 68-72 in El Raval, Ciutat Vella, some 2.4 km from the Gracia coordinate the research pool carried. The theatre opened on 30 September 1916, which is consistent with a 1925 run."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",26,"Barcelona, singing into a microphone",41.3851,2.1734,1926-01-01,"Reconstruction as to the studio. Wikipedia (Spanish), 'Carlos Gardel' attests that Gardel began electrical recording in Barcelona in 1926; the identification of the Casa Odeon studio and its coordinate are inferred rather than stated by that source, and month and day default to 01."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Madrid, Barcelona, and the End of the Duo",27,"Abasto, the house at Jean Jaures 735",-34.6017,-58.4078,1927-01-01,"The purchase year is attested by Wikipedia (Spanish), 'Carlos Gardel'; month and day default to 01. Coordinates from Wikipedia (Spanish), 'Museo Casa Carlos Gardel' (34 36 06 S, 58 24 28 O), correcting both the hemisphere error and a longitude some 850 metres off in the research pool."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",28,"Theatre Femina, the gala before the debut",48.8721,2.304,1928-09-30,"Attested to the day by Wikipedia (Spanish), 'Carlos Gardel', which describes the appearance as a charity gala preceding the official Paris debut. The coordinate is that of the Theatre Femina on the Champs-Elysees."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",29,"Montmartre, the cabaret Florida",48.8841,2.3323,1928-10-02,"The date and venue are attested by Wikipedia (Spanish), 'Carlos Gardel'. The figure of seventy thousand records sold in three months is carried by Wikipedia (English), 'Carlos Gardel' as a report rather than an audited number, and is given here as the count that circulates."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",30,"Paris, the letter to Razzano from the Rue Fontaine",48.8566,2.3522,1928-11-01,"The letter carries no date; c.1928 is the estimate given by Wikipedia (Spanish), 'Carlos Gardel', which quotes the text at note 44 under the internal reference CartaGardelRazzano and gives no archival repository for the original. The month above is an ordering device only. The text was read verbatim on that page; the original document was not seen. Pin is the canonical Paris coordinate, the letter having been written somewhere in the city."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",31,"Palais Garnier, the Bal des Petits Lits Blancs",48.8719,2.3316,1929-01-01,"Attested to the year by Wikipedia (Spanish), 'Carlos Gardel'; no month or day is given and both default to 01. A separate claim in the research pool that Gardel gave concerts at the Opera Garnier across 1928 and 1929 came from the dossier alone and could not be verified against a fetched source; only the charity gala is carried here."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",32,"Buenos Aires, home after fifteen months",-34.6037,-58.3816,1929-06-16,"Attested to the day by Wikipedia (Spanish), 'Carlos Gardel'. Pin is the canonical Buenos Aires coordinate; no dock or reception venue is named by the source."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),"Paris, 1928",33,"Avenida Santa Fe, the voice goes on the air",-34.5951,-58.3934,1929-10-01,"Attested to the day by max_glucksmann.journey.json, which places Gardel's radio debut on Radio Splendid, broadcasting from inside the Grand Splendid theatre on Avenida Santa Fe, on 1 October 1929. Pin inherited unchanged from that file."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,34,"Buenos Aires, fifteen shorts for Eduardo Morera",-34.6037,-58.3816,1930-10-23,"Attested to the day by Wikipedia (Spanish), 'Carlos Gardel', which also gives 3 May 1931 for the premiere of the shorts at the Cine Astral. No studio address is named for the filming, so the pin is the canonical Buenos Aires coordinate."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,35,"Nice, the Riviera months and a written contradiction",43.6947,7.2725,1931-01-01,"Reconstruction as to the venue and approximate as to the pin. Wikipedia (Spanish), 'Carlos Gardel' has him leaving for France in January 1931 and reaching Paris to film for Paramount only at the end of April, the intervening months spent on the Riviera; it mentions Nice appearances but does not name the Casino de la Jetee-Promenade as the venue, and no page for that pier could be reached to check the coordinate, which reads as somewhat too far east. The same article frames the dismissal of guitarist Jose Aguilar as provoked by a homophobic remark against Gardel. The 1931 witnessed declaration is attested by Wikipedia (English), 'Carlos Gardel' citing Eliseo Alvarez (1995), without a stated place of signature."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,36,"Joinville-le-Pont, the Paramount factory on the Marne",48.8194,2.4711,1931-04-01,"Wikipedia (Spanish), 'Carlos Gardel' places his arrival in Paris to film for Paramount at Joinville at the end of April 1931; the day defaults to 01. Coordinates from Wikipedia (French), 'Studios de Joinville', 20 avenue du General-Gallieni (48 49 10 N, 2 28 16 E), correcting a pin some 1.3 km off in the research pool. The four Joinville features belong to 1931 and 1932; the research pool's range of 1931 to 1934 is wrong, the later films being American."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,37,"Joinville-le-Pont, Le Pera and Mi Buenos Aires querido",48.8194,2.4711,1932-01-01,"The Le Pera collaboration is attested by Wikipedia (English), 'Carlos Gardel'; Melodia de arrabal, which carries Mi Buenos Aires querido, is a Joinville production of 1932. Month and day default to 01. The research pool folded the Joinville and New York studio periods into a single 1934 entry placed at 'New York and Paris'; they are separated here, Mi Buenos Aires querido belonging to Joinville and Por una cabeza to the later American films."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,38,"Buenos Aires, telling the press again where he is from",-34.6037,-58.3816,1933-10-25,"The quote is dated to 25 October 1933 and attributed to El Telegrafo of Paysandu, Uruguay, by Wikipedia (English), 'Carlos Gardel', citing Collier (1986), p. 72; Collier was not fetched. No source consulted places Gardel physically in Paysandu on that day, so he is not staged there: the pin is his own canonical Buenos Aires base. A similar statement attributed to La Tribuna Popular of Buenos Aires in the same year could not be confirmed, and whether the two press citations record one utterance or two is unresolved."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),The Camera and the Microphone,39,"Astoria, Queens, the four American pictures",40.7567,-73.9247,1934-01-01,"Attested by Wikipedia (English), 'Kaufman Astoria Studios': all the films starring Gardel made in the United States were shot at Astoria Studios. Coordinates from that article (40 45 24 N, 73 55 29 W), correcting a pin some 1.9 km off in the research pool. The four features run across 1934 and 1935; month and day default to 01."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),Medellin and the Long Way Home,40,"Medellin, the sentence about the heart and the soul",6.2476,-75.5658,1935-06-01,"The quote is attested verbatim in Wikipedia (English), 'Carlos Gardel', reported from the June 1935 issue of Caretas magazine of Antioquia, Colombia, and carries no footnote there; the Alvarez (1995) citation that the research pool attached to it belongs to the next sentence in that article and is not a source for this line. The month is attested, the day is not and defaults to 01. Pin is the canonical Medellin coordinate; Antioquia is the department and Medellin its capital, and Gardel died there on 24 June 1935, which is almost certainly the occasion of the interview."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),Medellin and the Long Way Home,41,"Olaya Herrera, two aircraft on one field",6.2202,-75.5904,1935-06-24,"Attested to the day by Wikipedia (English), 'Carlos Gardel' and Wikipedia (English), 'Olaya Herrera Airport', the latter giving Gardel and sixteen others dead. Wikipedia (Spanish), 'Accidente aereo de Medellin' gives a total of seventeen dead, names the second aircraft as SCADTA's Ford 5-AT-D C-31 Manizales with seven aboard under pilot Hans Ulrich Thoms, gives Gardel's pilot as Ernesto Samper Mendoza, and lists the guitarist Jose Maria Aguilar Porras among the dead of the F-31."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),Medellin and the Long Way Home,42,"Montevideo, two days lying in state",-34.9058,-56.1913,1935-11-01,"Reconstruction as to the route and month. Wikipedia (English), 'Carlos Gardel' gives the transport of the body through New York and Rio de Janeiro and the two days lying in state at Montevideo before burial, with the year only; the month here is an ordering device and nothing more. The article tags the repatriation account loosely, and no source consulted gives a date of arrival in any of the three cities."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),Medellin and the Long Way Home,43,"La Chacarita, the bronze with a cigarette in its hand",-34.5885,-58.453,1935-12-01,"The burial at La Chacarita is attested by both the English and Spanish Wikipedia articles on Gardel, which give the year only; the month above is an ordering device. The statue and the cigarette tradition are attested by the Buenos Aires city tourism board's page on the Cementerio de la Chacarita, which does not name the sculptor or the date of erection: that is an open gap. The handwritten will produced by Armando Defino after the death is attested by Wikipedia (English), 'Carlos Gardel'."
carlos_gardel,Carlos Gardel (Charles Romuald Gardes),Medellin and the Long Way Home,44,"Abasto, the house opens with the papers inside it",-34.6017,-58.4078,2003-03-04,"Attested to the day by Wikipedia (Spanish), 'Museo Casa Carlos Gardel', which also gives the 1997 declaration as a National Historical Monument, the donation to the city by Eduardo Eurnekian in 2000, and the display of authenticated copies of the Toulouse birth certificate and the handwritten will. A separate claim that UNESCO registered Gardel's recorded voice in its Memory of the World programme in 2003 appears in Wikipedia (Spanish), 'Carlos Gardel' but could not be verified against UNESCO itself, so no clustering of the two events is asserted here."
carlos_maria_della_paolera,Carlos María della Paolera,The Builder's Son,0,"Buenos Aires, the builder's house",-34.6037,-58.3816,1890-09-07,"attested for 7 September 1890 by es.wikipedia and by Infobae (16 November 2022), which also gives the parents. No street address of the birth was found in any source reached, so the pin is the canonical Buenos Aires point already carried in this atlas rather than a documented house"
carlos_maria_della_paolera,Carlos María della Paolera,The Builder's Son,1,"Colegio Nacional de Buenos Aires, the elite secondary",-34.6110169,-58.3739432,1903-01-01,"the attendance is attested by Infobae (16 November 2022); the previous dossier carried it as unverified tradition and that tag is lifted here. No year is given by any source, so 1903 is an ordering device derived from the birth date and nothing more, with month and day defaulted to 01. Coordinates corrected: OSM/Nominatim places the Colegio at Moreno and Bolívar, some 215 m from the pair the dossier carried"
carlos_maria_della_paolera,Carlos María della Paolera,The Builder's Son,2,"Manzana de las Luces, water for a hundred thousand",-34.610524,-58.3747376,1912-11-19,"the civil engineering degree from the Universidad de Buenos Aires in 1912 is attested by Infobae (16 November 2022). The exact date of 19 November and the thesis title are dossier-only and unverified. A direct contradiction is left standing: es.wikipedia states he began his engineering studies in 1912, which cannot be reconciled with graduation in the same year, and the studies must therefore have begun around 1907 or 1908. Coordinates corrected to the OSM figure for the Manzana de las Luces, some 370 m from the dossier's pair"
carlos_maria_della_paolera,Carlos María della Paolera,The Builder's Son,3,"Centro Argentino de Ingenieros, the Congreso de la Habitación",-34.5934631,-58.3833025,1920-01-01,reconstruction. The delegation to the Congreso de la Habitación convened by the Museo Social Argentino is carried by the dossier alone and was corroborated by no source fetched; month and day default to 01. Coordinates corrected: OSM gives the Centro Argentino de Ingenieros at Cerrito 1250 some 700 m from the pair the dossier carried
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,4,"Paris, the Institut d'Urbanisme and Marcel Poëte",48.8566,2.3522,1921-01-01,"the 1921 to 1928 span at the IUUP under Marcel Poëte is attested by journals.openedition.org/abe/10839; month and day default to 01. Some institutional biographies place the decisive move in 1924 instead, and that discrepancy is not resolved here. The pin is the canonical central Paris point carried across this atlas rather than the institute's own address, which was not confirmed"
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,5,"Amsterdam, the Beurs van Berlage",52.3745,4.8963,1924-07-01,"reconstruction. Both the attendance and the venue come from the dossier alone; neither was corroborated by any source fetched, and the day defaults to 01. The Beurs van Berlage is a best guess at the congress hall and should be treated as such"
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,6,"Paris, a French household",48.8566,2.3522,1926-03-25,"reconstruction throughout. The marriage to Marie Thérèse Rouault and the birth of Carlos María José della Paolera Rouault on 25 March 1926 come from user-contributed genealogies relayed by the dossier, which itself flags them as provisional. No marriage certificate and no birth record were located"
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,7,"Paris, the articles written for La Razón",48.8566,2.3522,1927-04-14,"the quoted article is attested: La Razón, 14 April 1927, quoted with full citation in Alicia Novick, 'Planes versus proyectos', Revista de Urbanismo N°3 (2000), p.15, a PDF read directly for this journey. The wider series of articles on the city's lungs and its monumental ensembles is dossier-only. The physical location of writing is Paris; publication was in Buenos Aires, and the pin follows the writer"
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,8,"Brussels, speaking for a continent",50.8465,4.3517,1928-01-01,"reconstruction. The representation of South America at the Union Internationale des Villes is a dossier claim corroborated by nothing fetched; month and day default to 01, and the Grand Place town hall is a landmark standing in for an institutional seat that was not established"
carlos_maria_della_paolera,Carlos María della Paolera,Paris: the Institut d'Urbanisme,9,"Paris, the diploma thesis defended",48.8566,2.3522,1928-03-31,"the thesis, its title, its supervisor and the year 1928 are attested by redalyc.org/journal/1251/125162706005/html/ and by journals.openedition.org/abe/10839. The exact defence date of 31 March is dossier-only and was not reconfirmed. The claim that he was the first Latin American to take the institute's diploma rests on the dossier and on institutional biographies, not on the institute's own register"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,10,"Manzana de las Luces, ten lectures on the evolution of a city",-34.610524,-58.3747376,1928-05-01,"reconstruction. The lecture series and its title are dossier-only; the venue within the university was not verified, and the day defaults to 01. That he was advocating comprehensive metropolitan planning for Buenos Aires from 1928 is separately attested by es.wikipedia's article on the Avenida 9 de Julio"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,11,"Rosario, two conferences at Ángel Guido's invitation",-32.9470336,-60.6331836,1928-01-01,"reconstruction for the visit and the pamphlet, both dossier-only. What is independently confirmed is only that a professional relationship with Ángel Guido existed by 1929, per the Scielo article on the Rosario plan. Month and day default to 01. The pin is Plaza 25 de Mayo, the city's civic centre and the reference point of the later plan, not a documented lecture hall"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,12,"Rosario, the first chair of urbanism in Argentina",-32.9236,-60.6707,1929-01-01,"the year 1929 and the institutional fact are attested twice over: vitruvius.com.br arquitextos 08.087/216 and iaa.fadu.uba.ar/ojs article 264. The dossier's precise date of 31 December is dropped as unsupported, and month and day default to 01. The pin is the Rosario architecture school at Riobamba 220 bis rather than the city centre, and is approximate"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,13,"Rosario, Ordinance 58 and the commission",-32.9470336,-60.6331836,1929-01-01,"attested for 1929 by scielo.org.ar/scielo.php?pid=S2314-15492016000100003, which names Municipal Ordinance No. 58, the two collaborators, the twenty-kilometre radius from Plaza 25 de Mayo and the 1935 approval; month and day default to 01. The local objection to a direct appointment made without open competition is carried by the same tradition and is not a matter of any legal finding"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,14,"Mar del Plata, the season city",-38.0055,-57.5426,1931-01-01,"reconstruction. The lectures at Mar del Plata in 1931 or 1932 are dossier-only, the venue unconfirmed, and no evidence was found that the municipality adopted a plan from him. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Return: Buenos Aires and Rosario,15,"Buenos Aires, Werner Hegemann comes through",-34.6037,-58.3816,1931-01-01,"split evidence. Hegemann's 1931 South American lecture tour and his Mar del Plata appearance are attested by en.wikipedia.org, 'Werner Hegemann'. Della Paolera's chairing of the hosting committee, the Buenos Aires and Rosario legs of the itinerary, and his prologue to Problemas urbanos de Rosario are all dossier-only and uncorroborated. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,"The Office, the Chair, the Symbol",16,"Buenos Aires, the Dirección del Plan de Urbanización",-34.6037,-58.3816,1932-02-05,"the appointment and the year 1932 are attested by journals.openedition.org/abe/10839, which also gives the pressure from a socialist group on the city council, and are corroborated by Infobae. The precise ordinance date of 5 February is dossier-only. The end of the tenure is a live contradiction: es.wikipedia gives 1939, Novick and Piccioni give 1943, and neither can be preferred on the evidence gathered. No street address for the office survives, so the pin is the canonical city point"
carlos_maria_della_paolera,Carlos María della Paolera,"The Office, the Chair, the Symbol",17,"Manzana de las Luces, the chair at Buenos Aires",-34.610524,-58.3747376,1933-01-01,"the year 1933 is attested by vitruvius.com.br arquitextos 08.087/216; the dossier's date of 25 May is dropped as unsupported and month and day default to 01. The place has been corrected for anachronism: the University of Buenos Aires had no faculty of architecture in 1933, architecture being taught inside the Facultad de Ciencias Exactas, Físicas y Naturales, and the Facultad de Arquitectura y Urbanismo was created only in 1948. His criticism of Le Corbusier's tabula rasa is documented in the dossier and is not tied there to any dated text"
carlos_maria_della_paolera,Carlos María della Paolera,"The Office, the Chair, the Symbol",18,"Buenos Aires, the Manifiesto del Símbolo del Urbanismo",-34.6037,-58.3816,1934-11-01,"the manifesto is dated November 1934 by the text as reproduced online; no archival or scholarly edition of it was locatable, and the quotation below is taken from a 2013 reproduction on a Peruvian urbanism blog, cited in turn by an academic article whose own note points back to the same page, so the chain is single-rooted. The commonly circulated variant punctuates it as La ciudad, como el árbol, and that repunctuation is not in the reproduced text. Day defaults to 01"
carlos_maria_della_paolera,Carlos María della Paolera,"The Office, the Chair, the Symbol",19,"Besançon, the congress adopts the mark",47.2378,6.0241,1935-01-01,"attested by vitruvius.com.br arquitextos 08.087/216, which states that the symbol of urbanism was adopted by the Congress of Urbanism of 1935 and that the eighth of November was established there as the day of urbanism. What is not established by anything reached is whether della Paolera travelled to Besançon in person or the symbol was adopted in his absence, and that caveat is kept. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,"The Office, the Chair, the Symbol",20,"Rosario, the plan approved",-32.9470336,-60.6331836,1935-01-01,"the 1935 approval is attested by scielo.org.ar/scielo.php?pid=S2314-15492016000100003; month and day default to 01. The quoted sentences come from the plan's own Memoria descriptiva y justificativa (Municipalidad de Rosario, 1935), pp. 11-12, quoted in Cecilia Inés Galimberti, 'Planificar el territorio metropolitano', Revista de historia americana y argentina 51:1 (2016); the memoria is coauthored with Farengo and Guido and is not his sole writing"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,21,"Avenida 9 de Julio, the corridor he inherits",-34.6037,-58.3816,1933-01-01,"the 1933 project is attested by es.wikipedia's article on the Avenida 9 de Julio, which gives the expropriation of entire blocks at 110 metres; the prehistory of 1889, 1895 and 1912 comes from the same article. The claim that he was first to propose expropriating the corridor is corrected here: the corridor was already authorised for expropriation in 1912 at 33 metres, and what was new in 1933 was taking the blocks whole. The quotation is journalistic and Infobae does not cite the original document, so its first source is untraced. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,22,"Buenos Aires, the variant of 1934",-34.6037,-58.3816,1934-01-01,"attested by es.wikipedia's article on the Avenida 9 de Julio for a 1934 variant creating one centre of government buildings at the crossing with the Avenida de Mayo. The dossier's plural, government-building centres at major intersections, is corrected to the single node the source describes, and its rapid-transit streets are not in the source at all. His later rejection of ministries along the avenue is from Infobae. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,23,"Plaza de la República, the fountain that was not built",-34.6037,-58.3816,1936-01-01,"the opposition to the obelisk and the fountain he had designed for the site are attested by Infobae (16 November 2022). The church of San Nicolás de Bari was demolished in 1931 for the widening of the Diagonal Norte, per es.wikipedia, so it was already gone before the 1933 project and cannot have been cleared by it; the dossier's account is corrected accordingly. The public auction of the demolition rubble is attested verbatim in the same Infobae piece. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,24,"Buenos Aires, the demolitions begin",-34.6037,-58.3816,1937-04-20,"the 20 April 1937 start of demolitions, the 8 May opening of formal expropriation proceedings, and the 1 July start of construction under Federico Zamboni with the quantities of cement, iron and stone are all attested by es.wikipedia's article on the Avenida 9 de Julio. The dossier's roughly forty days of clearing is dropped: it appears in no source located, and the 31-day figure in circulation belongs to the Obelisco's construction in 1936. Infobae gives 138 properties, with 33 manzanas, correcting the dossier's 13 blocks"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,25,"Avenida 9 de Julio, five hundred metres opened",-34.6035,-58.3812,1937-10-12,"attested by es.wikipedia's article on the Avenida 9 de Julio: President Agustín P. Justo inaugurated a 500-metre stretch between Bartolomé Mitre and Viamonte on 12 October 1937. The dossier described the section as running Cerrito to Carlos Pellegrini, which is impossible, those being the two lateral roadways flanking the avenue rather than points along it; the pin is centred on the opened stretch"
carlos_maria_della_paolera,Carlos María della Paolera,The Avenue,26,"Junín, the railway corridor turned avenue",-34.5895,-60.941,1939-01-01,"reconstruction. The Avenida San Martín project at Junín with the engineer Rodolfo Henry is carried by the dossier and by es.wikipedia's list of his works for 1939, and was not independently reconfirmed; the description of the ramblas and the railway lands is dossier-only. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Provinces and the Region,27,"Buenos Aires, the Instituto Argentino de Urbanismo",-34.6037,-58.3816,1939-01-01,"reconstruction. The founding of the Instituto Argentino de Urbanismo and the 1942 volume with Miguel Roca are dossier-only and were corroborated by nothing fetched. The founding venue was not located, so the pin is the canonical city point. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Provinces and the Region,28,"Rio de Janeiro, traffic, open space and the height of buildings",-22.9068,-43.1729,1939-01-01,"reconstruction. Only the bibliographic listing of a Portuguese-language presentation, Tráfego, espaços livres e altura dos edificios, was located; the venue within Rio was not identified and personal travel is not established. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Provinces and the Region,29,"Mendoza, the railways of a province",-32.8894155,-68.8446177,1943-01-01,"reconstruction. The 1941 proposal for Mendoza and the 1943 study Reorganización del sistema ferroviario de Mendoza with Adolfo Farengo are dossier-only. Whether he travelled west or worked from Buenos Aires is not established. Coordinates corrected: OSM gives the city of Mendoza some 1.6 km west of the pair the dossier carried, which fell outside the centre. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Provinces and the Region,30,"La Plata, a civic centre for a city already drawn",-34.9214,-57.9545,1944-01-01,"reconstruction. The proposal of a Gran Centro Cívico for La Plata in 1944 is dossier-only and no further detail was located; it was not built in the form proposed. Month and day default to 01, and the pin is Plaza Moreno, the centre of the 1882 plan"
carlos_maria_della_paolera,Carlos María della Paolera,The Provinces and the Region,31,"Bañado de Flores, the great park of the south",-34.672,-58.446,1946-01-01,"reconstruction. The survey and the sanitation and park proposal for a Gran Parque del Sur in the Bañado de Flores are dossier-only; the area was partly built out later, but not as a single plan of his. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Institute and the Day,32,"Manzana de las Luces, the Instituto Superior de Urbanismo created",-34.610524,-58.3747376,1948-03-11,"attested and verified directly at isu.fadu.uba.ar/?p=29: a resolution of 11 March 1948 creating the Instituto Superior de Urbanismo de la Facultad de Arquitectura y Urbanismo. The pin is the downtown block where architecture teaching had sat since the previous century, the new faculty not yet having moved to Ciudad Universitaria; the 1948 premises are not confirmed by the institute's own page"
carlos_maria_della_paolera,Carlos María della Paolera,The Institute and the Day,33,"Manzana de las Luces, named its first director",-34.610524,-58.3747376,1948-04-24,"attested and verified directly at isu.fadu.uba.ar/?p=29, whose record reads Resolución del 24 de abril de 1948: Director Profesor Ingeniero Carlos M. Della Paolera. That Gaston Bardet gave the inaugural lectures comes from iaa.fadu.uba.ar/ojs article 264. The 1948 premises of the faculty are not confirmed and the pin follows the previous stop"
carlos_maria_della_paolera,Carlos María della Paolera,The Institute and the Day,34,"Buenos Aires, a day for the whole profession",-34.6037,-58.3816,1949-01-01,"the 1949 proposal is attested by iaa.fadu.uba.ar/ojs article 264, which dates the first observance to 1950. The dossier claims a first observance in 1949 and es.wikipedia credits him as creator without separating the 1934 symbol from the later day. That contradiction between sources is flagged and not resolved. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Institute and the Day,35,"Ezeiza, the airport and the region",-34.8222,-58.5358,1950-01-01,"reconstruction. Only a bibliographic listing of L'Aéroport National du Grand Buenos Aires was located; the study is not established as the design basis of the airport, and the pin marks the airfield as the nearest identifiable landmark to the study's subject rather than a place he is recorded at. Month and day default to 01"
carlos_maria_della_paolera,Carlos María della Paolera,The Institute and the Day,36,"Buenos Aires, the directorship ends",-34.610524,-58.3747376,1956-09-28,"attested, against the dossier's own doubt: isu.fadu.uba.ar/?p=29 records a Resolución del 28 de septiembre de 1956 installing Arq. Sergio Fernández Pico as Director, which a previous reading of the same page missed. Nothing on the page frames the change as punitive and nothing explains it. The location of the faculty in 1956 was not established here and the pin follows the earlier institute stops"
carlos_maria_della_paolera,Carlos María della Paolera,Afterward: the Name on the Street,37,"Buenos Aires, the death",-34.6037,-58.3816,1960-09-15,"attested for 15 September 1960 in Buenos Aires by es.wikipedia, which gives his age as 70; Infobae carries only the year. No source located gives a cause of death, a hospital, or a burial place, and the silence is reported here as the current state of the record rather than as a finding. The pin is the canonical city point"
carlos_maria_della_paolera,Carlos María della Paolera,Afterward: the Name on the Street,38,"Sociedad Central de Arquitectos, the papers gathered",-34.5979726,-58.3898808,1961-01-01,"reconstruction. The deposit of his plans and papers with the Sociedad Central de Arquitectos and the Museo de la Ciudad is dossier-only and undated; 1961 is an ordering device with no source behind it. The 1977 anthology is confirmed as an edition by Open Library, though Randle's editorship and the Oikos imprint appear only in the dossier's bibliography. The quotation is verified verbatim in the Télam wire story, whose date is 7 November 2022 and not 2021 as the dossier had it. Coordinates corrected by some 350 m to the OSM figure"
carlos_maria_della_paolera,Carlos María della Paolera,Afterward: the Name on the Street,39,"Retiro, the street in Catalinas Norte",-34.595083,-58.3721465,1980-01-01,"the street and the plazoleta are attested by direct OpenStreetMap/Nominatim query, way 83432713 for Calle Carlos M. Della Paolera in Catalinas Norte and way 114352739 for the Plazoleta Carlos María Della Paolera in Retiro; neither appears in the dossier. No naming date was established for either, and 1980 is an ordering device with no source behind it"
carlos_maria_della_paolera,Carlos María della Paolera,Afterward: the Name on the Street,40,"Mar del Plata, the avenue and the plazoleta of urbanism",-37.9533691,-57.5776351,1980-01-01,"attested by OpenStreetMap query: Avenida Ingeniero Della Paolera runs through several Mar del Plata barrios, and a Plazoleta Ing. Carlos María Della Paolera del Urbanismo stands in La Perla at -37.9865583, -57.5448035. Spanish Wikipedia mentions a Mar del Plata street without detail, understating both. No naming date was found and 1980 is an ordering device only; the pin is the centre point of the avenue"
